,P_arrival_sample,P_arrival_time,Pg_arrival_sample,Pg_arrival_time,Pn_arrival_sample,Pn_arrival_time,S_arrival_sample,S_arrival_time,Sg_arrival_sample,Sg_arrival_time,Sn_arrival_sample,Sn_arrival_time,channels,noise_rms,p_rms,path_azimuth_deg,path_ep_distance_deg,path_takeoff_angle_deg,s_rms,source_depth_km,source_id,source_latitude_deg,source_longitude_deg,source_magnitude,source_origin_time,station_code,station_elevation_m,station_latitude_deg,station_longitude_deg,station_network_code,trace_category,trace_start_time,filename,example_name
935,7123.160699999999,2018-11-10T07:20:02.060000Z,NaN,NaN,6928.160699999999,2018-11-10T07:20:00.110000Z,NaN,NaN,NaN,NaN,16426.1607,2018-11-10T07:21:35.090000Z,['HH1' 'HH2' 'HHZ'],1.4264740678013925,7.1370521252538035,223.329,8.926,NaN,4.3947511053481,10.0,origid=614837705,0.7009,-29.7581,5.21,2018-11-10T07:17:51.470000Z,RCBR,400.0,-5.8274,-35.9014,IU,earthquake,2018-11-10T07:18:50.828393Z,100_CREW.hdf5,IU.RCBR.HH_origid=614837705
936,NaN,NaN,6054.0462,2018-02-19T13:52:46.160000Z,NaN,NaN,NaN,NaN,7875.0462,2018-02-19T13:53:04.370000Z,NaN,NaN,['BH1' 'BH2' 'BHZ'],1.6810762363280414,4.011405639089934,68.642,1.4469999999999998,NaN,9.810677270083312,5.0,origid=609949423,43.6092,-105.9073,2.8,2018-02-19T13:52:18.950000Z,RSSD,2090.0,44.1212,-104.0359,IU,earthquake,2018-02-19T13:51:45.619538Z,100_CREW.hdf5,IU.RSSD.BH_origid=609949423
937,NaN,NaN,11179.0462,2018-05-30T13:23:21.320000Z,11147.0462,2018-05-30T13:23:21.000000Z,NaN,NaN,14159.0462,2018-05-30T13:23:51.120000Z,NaN,NaN,['BH1' 'BH2' 'BHZ'],2.4734073909773096,4.085709279430318,88.615,2.393,NaN,8.102583907013056,13.75,origid=611146420,44.1115,-107.3578,2.6,2018-05-30T13:22:39.770000Z,RSSD,2090.0,44.1212,-104.0359,IU,earthquake,2018-05-30T13:21:29.529538Z,100_CREW.hdf5,IU.RSSD.BH_origid=611146420
938,9808.046199999999,2018-05-15T13:42:37.990000Z,NaN,NaN,9697.0462,2018-05-15T13:42:36.880000Z,20304.0462,2018-05-15T13:44:22.950000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],1.02833903916087,0.5870929553369181,330.379,9.454,NaN,2.317110447010635,10.0,origid=614571145,36.0581,-97.5634,4.06,2018-05-15T13:40:20.680000Z,RSSD,2090.0,44.1212,-104.0359,IU,earthquake,2018-05-15T13:40:59.909538Z,100_CREW.hdf5,IU.RSSD.BH_origid=614571145
939,NaN,NaN,5875.1607,2018-02-19T13:52:46.160000Z,NaN,NaN,NaN,NaN,7696.1607,2018-02-19T13:53:04.370000Z,NaN,NaN,['HH1' 'HH2' 'HHZ'],0.8365362049635561,3.7425383830827212,68.642,1.4469999999999998,NaN,8.458486226256877,5.0,origid=609949423,43.6092,-105.9073,2.8,2018-02-19T13:52:18.950000Z,RSSD,2090.0,44.1212,-104.0359,IU,earthquake,2018-02-19T13:51:47.408393Z,100_CREW.hdf5,IU.RSSD.HH_origid=609949423
940,NaN,NaN,6828.160699999999,2018-02-19T13:52:46.160000Z,NaN,NaN,NaN,NaN,8649.1607,2018-02-19T13:53:04.370000Z,NaN,NaN,['HN1' 'HN2' 'HNZ'],0.22688755720660317,3.9785508635001716,68.642,1.4469999999999998,NaN,8.411189874096644,5.0,origid=609949423,43.6092,-105.9073,2.8,2018-02-19T13:52:18.950000Z,RSSD,2090.0,44.1212,-104.0359,IU,earthquake,2018-02-19T13:51:37.878393Z,100_CREW.hdf5,IU.RSSD.HN_origid=609949423
941,11147.046400000001,2018-06-04T05:01:41.830000Z,NaN,NaN,NaN,NaN,13635.0464,2018-06-04T05:02:06.710000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],17.926993388031466,14.455089118402721,338.4980000000001,2.011,NaN,17.271051974355586,0.0,origid=614342379,-10.8323,-62.4374,2.1,2018-06-04T05:01:06.020000Z,SAML,120.0,-8.9489,-63.1831,IU,earthquake,2018-06-04T04:59:50.359536Z,100_CREW.hdf5,IU.SAML.BH_origid=614342379
942,5208.0462,2018-06-03T23:37:06.310000Z,NaN,NaN,5181.0462,2018-06-03T23:37:06.040000Z,17937.0462,2018-06-03T23:39:13.600000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],9.057989472606643,7.227290389479242,90.969,11.622,NaN,8.688605479271418,38.5161,origid=614619587,-8.9371,-74.9465,4.83,2018-06-03T23:34:23.450000Z,SAML,120.0,-8.9489,-63.1831,IU,earthquake,2018-06-03T23:36:14.229538Z,100_CREW.hdf5,IU.SAML.BH_origid=614619587
943,5667.0462,2018-06-28T01:26:36.010000Z,NaN,NaN,5631.0462,2018-06-28T01:26:35.650000Z,17479.0462,2018-06-28T01:28:34.130000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],12.50050689218468,13.83126489630223,91.294,11.211,NaN,11.739102896436,144.083,origid=614621838,-8.8662,-74.5291,4.29,2018-06-28T01:24:02.800000Z,SAML,120.0,-8.9489,-63.1831,IU,earthquake,2018-06-28T01:25:39.339538Z,100_CREW.hdf5,IU.SAML.BH_origid=614621838
944,10589.0462,2018-10-02T23:41:34.170000Z,NaN,NaN,NaN,NaN,22591.0462,2018-10-02T23:43:34.190000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],10.031936601985159,7.325148486577915,94.873,10.909,NaN,15.221392771640373,166.0,origid=614759325,-8.1696,-74.186,3.64,2018-10-02T23:39:04.230000Z,SAML,120.0,-8.9489,-63.1831,IU,earthquake,2018-10-02T23:39:48.279538Z,100_CREW.hdf5,IU.SAML.BH_origid=614759325
945,9425.0462,2018-12-03T21:38:59.090000Z,NaN,NaN,NaN,NaN,21814.0462,2018-12-03T21:41:02.980000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],8.748645145207599,12.631514085367558,98.309,11.398,NaN,14.37161999374935,35.0,origid=614878655,-7.4468,-74.5992,3.77,2018-12-03T21:36:20.600000Z,SAML,120.0,-8.9489,-63.1831,IU,earthquake,2018-12-03T21:37:24.839538Z,100_CREW.hdf5,IU.SAML.BH_origid=614878655
946,5960.160900000001,2018-06-28T01:26:36.010000Z,NaN,NaN,5924.1609,2018-06-28T01:26:35.650000Z,17772.1609,2018-06-28T01:28:34.130000Z,NaN,NaN,NaN,NaN,['HH1' 'HH2' 'HHZ'],11.06744284620817,14.275503197569872,91.294,11.211,NaN,10.448447384951233,144.083,origid=614621838,-8.8662,-74.5291,4.29,2018-06-28T01:24:02.800000Z,SAML,120.0,-8.9489,-63.1831,IU,earthquake,2018-06-28T01:25:36.408391Z,100_CREW.hdf5,IU.SAML.HH_origid=614621838
947,5896.1609,2018-08-23T22:38:48.880000Z,NaN,NaN,6033.1609,2018-08-23T22:38:50.250000Z,19720.1609,2018-08-23T22:41:07.120000Z,NaN,NaN,NaN,NaN,['HH1' 'HH2' 'HHZ'],14.828642657508416,15.965918807268759,89.62,12.609000000000002,NaN,18.795715069649024,35.0,origid=614685849,-9.2572,-75.9479,4.49,2018-08-23T22:35:53.590000Z,SAML,120.0,-8.9489,-63.1831,IU,earthquake,2018-08-23T22:37:49.918391Z,100_CREW.hdf5,IU.SAML.HH_origid=614685849
948,NaN,NaN,NaN,NaN,9059.546400000001,2018-05-13T22:42:04.740000Z,NaN,NaN,NaN,NaN,13262.5464,2018-05-13T22:42:46.770000Z,['BH1' 'BH2' 'BHZ'],8.866850644078227,10.715823192075405,190.663,3.411,NaN,9.521840540262327,10.0,origid=611144060,12.2604,-69.9949,2.8,2018-05-13T22:41:11.870000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-05-13T22:40:34.144536Z,100_CREW.hdf5,IU.SDV.BH_origid=611144060
949,3194.5461999999998,2018-06-09T18:46:49.590000Z,NaN,NaN,NaN,NaN,6857.5462,2018-06-09T18:47:26.220000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],2.8065154876739284,7.592921644600514,48.355,3.107,NaN,10.449755799921176,160.8,origid=613304703,6.8144,-72.9823,4.2,2018-06-09T18:45:58.710000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-06-09T18:46:17.644538Z,100_CREW.hdf5,IU.SDV.BH_origid=613304703
950,9972.546199999999,2018-01-01T04:53:48.520000Z,NaN,NaN,NaN,NaN,13697.546199999999,2018-01-01T04:54:25.770000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],4.393282560461929,5.031159208630239,50.712,3.234,NaN,11.881023924799528,149.2,origid=613833724,6.832000000000002,-73.166,3.2,2018-01-01T04:52:58.700000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-01T04:52:08.794538Z,100_CREW.hdf5,IU.SDV.BH_origid=613833724
951,11182.5462,2018-01-03T23:44:50.570000Z,NaN,NaN,NaN,NaN,14924.5462,2018-01-03T23:45:27.990000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],4.197571627577244,7.909564263126504,50.576,3.22,NaN,12.12176102334135,147.9,origid=613833861,6.835,-73.15,3.0,2018-01-03T23:44:01.100000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-03T23:42:58.744538Z,100_CREW.hdf5,IU.SDV.BH_origid=613833861
952,5775.0461000000005,2018-01-05T15:00:31.580000Z,NaN,NaN,NaN,NaN,9536.0461,2018-01-05T15:01:09.190000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],6.940271010468282,12.136559969293534,50.75100000000001,3.213,NaN,8.2523747017173,146.1,origid=613833926,6.847,-73.15100000000002,2.7,2018-01-05T14:59:42.400000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-05T14:59:33.829539Z,100_CREW.hdf5,IU.SDV.BH_origid=613833926
953,9815.0464,2018-01-05T18:20:45.610000Z,NaN,NaN,NaN,NaN,14510.0464,2018-01-05T18:21:32.560000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],6.42528793373705,12.058568285870793,175.037,3.929,NaN,11.842492631321578,4.2,origid=613833929,12.825,-70.977,2.9,2018-01-05T18:19:45.600000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-05T18:19:07.459536Z,100_CREW.hdf5,IU.SDV.BH_origid=613833929
954,10557.0462,2018-01-06T01:21:02.150000Z,NaN,NaN,NaN,NaN,14329.046199999999,2018-01-06T01:21:39.870000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],6.759263522859006,9.192557973618452,50.668,3.2310000000000003,NaN,13.450297204041378,149.1,origid=613833941,6.832000000000002,-73.16199999999998,2.2,2018-01-06T01:20:12.700000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-06T01:19:16.579538Z,100_CREW.hdf5,IU.SDV.BH_origid=613833941
955,9603.5461,2018-01-08T11:52:19.420000Z,NaN,NaN,NaN,NaN,13608.546100000001,2018-01-08T11:52:59.470000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],6.240651002143035,9.00824271872533,90.939,3.553,NaN,11.037726639588513,24.7,origid=613834044,8.962,-74.22800000000002,2.8,2018-01-08T11:51:25.800000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-08T11:50:43.384539Z,100_CREW.hdf5,IU.SDV.BH_origid=613834044
956,11769.5461,2018-01-09T06:22:42.940000Z,NaN,NaN,NaN,NaN,15573.5461,2018-01-09T06:23:20.980000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],8.089080430308885,8.920304267322882,50.53100000000001,3.197,NaN,13.217274516361137,141.9,origid=613834070,6.848,-73.13,2.3,2018-01-09T06:21:53.900000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-09T06:20:45.244539Z,100_CREW.hdf5,IU.SDV.BH_origid=613834070
957,10556.0462,2018-01-09T22:58:45.760000Z,NaN,NaN,NaN,NaN,14303.0462,2018-01-09T22:59:23.230000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],5.388203542383744,9.703425281920012,50.337,3.235,NaN,12.076584120000794,148.0,origid=613834097,6.815,-73.153,3.0,2018-01-09T22:57:56.400000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-09T22:57:00.199538Z,100_CREW.hdf5,IU.SDV.BH_origid=613834097
958,11991.5462,2018-01-10T10:31:20.090000Z,NaN,NaN,NaN,NaN,15751.5462,2018-01-10T10:31:57.690000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],12.543629150610696,12.126925266419029,50.882,3.2430000000000003,NaN,11.25995088148371,143.6,origid=613834119,6.834,-73.179,2.7,2018-01-10T10:30:31.100000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-10T10:29:20.174538Z,100_CREW.hdf5,IU.SDV.BH_origid=613834119
959,4918.5462,2018-01-11T01:59:12.590000Z,NaN,NaN,NaN,NaN,8614.546199999999,2018-01-11T01:59:49.550000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],9.129575154782144,12.516332250534935,50.533,3.189,NaN,10.930675542865742,152.9,origid=613834145,6.853,-73.124,2.7,2018-01-11T01:58:22.900000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-11T01:58:23.404538Z,100_CREW.hdf5,IU.SDV.BH_origid=613834145
960,10588.5462,2018-01-14T12:44:29.680000Z,NaN,NaN,NaN,NaN,14452.5462,2018-01-14T12:45:08.320000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],8.520019169774011,7.108762924490799,50.639,3.22,NaN,7.9294290520964825,142.5,origid=613834263,6.837999999999999,-73.152,2.2,2018-01-14T12:43:40.700000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-14T12:42:43.794538Z,100_CREW.hdf5,IU.SDV.BH_origid=613834263
961,9752.046199999999,2018-01-15T07:50:27.700000Z,NaN,NaN,NaN,NaN,13480.0462,2018-01-15T07:51:04.980000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],11.250960463321249,12.439276949211472,50.394,3.2030000000000003,NaN,9.943630053763746,141.4,origid=613834293,6.837999999999999,-73.13,2.3,2018-01-15T07:49:38.400000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-15T07:48:50.179538Z,100_CREW.hdf5,IU.SDV.BH_origid=613834293
962,9642.0462,2018-01-16T02:27:05.460000Z,NaN,NaN,NaN,NaN,13913.046199999999,2018-01-16T02:27:48.170000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],10.192040764292875,10.09441557236708,74.399,3.836,NaN,11.826736367749596,15.0,origid=613834325,7.865,-74.372,2.5,2018-01-16T02:26:06.700000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-16T02:25:29.039538Z,100_CREW.hdf5,IU.SDV.BH_origid=613834325
963,4026.0461999999998,2018-01-16T04:10:33.230000Z,NaN,NaN,NaN,NaN,7838.0462,2018-01-16T04:11:11.350000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],7.718133395944914,12.344400284427337,50.971,3.2030000000000003,NaN,9.546161072371895,147.5,origid=613834331,6.863,-73.15100000000002,3.2,2018-01-16T04:09:43.600000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-16T04:09:52.969538Z,100_CREW.hdf5,IU.SDV.BH_origid=613834331
964,11288.046199999999,2018-01-16T16:20:02.360000Z,NaN,NaN,NaN,NaN,15401.046199999999,2018-01-16T16:20:43.490000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],10.943859971844729,14.924076904827452,123.625,3.702,NaN,11.797302013955143,32.1,origid=613834352,10.964,-73.752,2.5,2018-01-16T16:19:06.600000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-16T16:18:09.479538Z,100_CREW.hdf5,IU.SDV.BH_origid=613834352
965,11349.5462,2018-01-16T23:00:40.470000Z,NaN,NaN,NaN,NaN,14458.5462,2018-01-16T23:01:11.560000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],7.09777600224811,9.687555376350451,27.697,2.57,NaN,10.768457906993499,2.9,origid=613834361,6.597,-71.842,2.2,2018-01-16T22:59:58.200000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-16T22:58:46.974538Z,100_CREW.hdf5,IU.SDV.BH_origid=613834361
966,5345.5462,2018-01-17T04:20:02.910000Z,NaN,NaN,NaN,NaN,9014.546199999999,2018-01-17T04:20:39.600000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],5.178187045361178,10.789453522065362,51.162,3.245,NaN,10.54237416912746,150.0,origid=613834377,6.845,-73.191,3.0,2018-01-17T04:19:13.400000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-17T04:19:09.454538Z,100_CREW.hdf5,IU.SDV.BH_origid=613834377
967,11636.546199999999,2018-01-20T04:05:18.640000Z,NaN,NaN,NaN,NaN,15430.5462,2018-01-20T04:05:56.580000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],5.474614280884492,7.614231982350819,32.179,3.214,NaN,9.305305522691688,0.0,origid=613834481,6.151,-72.365,2.6,2018-01-20T04:04:27.400000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-20T04:03:22.274538Z,100_CREW.hdf5,IU.SDV.BH_origid=613834481
968,11131.5461,2018-01-21T11:03:26.070000Z,NaN,NaN,NaN,NaN,15135.5461,2018-01-21T11:04:06.110000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],7.900993095675868,8.502196387975992,32.89,3.2,NaN,8.800180895080068,0.0,origid=613834522,6.185,-72.391,2.6,2018-01-21T11:02:35.100000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-21T11:01:34.754539Z,100_CREW.hdf5,IU.SDV.BH_origid=613834522
969,11187.0462,2018-01-27T10:49:22.200000Z,NaN,NaN,NaN,NaN,14930.0462,2018-01-27T10:49:59.630000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],10.006636793427505,10.131428265141787,50.925,3.221,NaN,14.49419000078661,147.9,origid=613834752,6.85,-73.163,2.9,2018-01-27T10:48:32.500000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-27T10:47:30.329538Z,100_CREW.hdf5,IU.SDV.BH_origid=613834752
970,9979.0461,2018-01-27T18:17:47.760000Z,NaN,NaN,NaN,NaN,13776.0461,2018-01-27T18:18:25.730000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],10.708533545870452,12.359768238284856,50.877,3.2060000000000004,NaN,11.068835357654564,145.5,origid=613834761,6.857,-73.15,2.7,2018-01-27T18:16:58.600000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-01-27T18:16:07.969539Z,100_CREW.hdf5,IU.SDV.BH_origid=613834761
971,4830.046200000001,2018-02-03T06:18:08.960000Z,NaN,NaN,NaN,NaN,8621.0462,2018-02-03T06:18:46.870000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],6.252622624281933,10.527325595475672,50.315,3.233,NaN,13.461451940616628,144.4,origid=613835008,6.815,-73.15100000000002,2.8,2018-02-03T06:17:20.000000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-03T06:17:20.659538Z,100_CREW.hdf5,IU.SDV.BH_origid=613835008
972,10531.546199999999,2018-02-03T15:36:36.580000Z,NaN,NaN,NaN,NaN,14255.5462,2018-02-03T15:37:13.820000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],10.476424052897405,8.759611390460254,50.332,3.224,NaN,11.672463063108724,150.8,origid=613835023,6.822,-73.14399999999998,3.0,2018-02-03T15:35:47.200000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-03T15:34:51.264538Z,100_CREW.hdf5,IU.SDV.BH_origid=613835023
973,11401.5462,2018-02-03T18:40:16.930000Z,NaN,NaN,NaN,NaN,15150.546199999999,2018-02-03T18:40:54.420000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],7.10100887400867,11.4045614575417,50.229,3.218,NaN,11.076753903684255,145.7,origid=613835029,6.8210000000000015,-73.13600000000002,2.3,2018-02-03T18:39:27.100000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-03T18:38:22.914538Z,100_CREW.hdf5,IU.SDV.BH_origid=613835029
974,11217.0462,2018-02-03T23:32:08.500000Z,NaN,NaN,NaN,NaN,16746.0462,2018-02-03T23:33:03.790000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],6.719455028694849,8.406532258044637,49.769,4.612,NaN,17.967083067014645,0.0,origid=613835033,5.901,-74.195,2.3,2018-02-03T23:30:57.600000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-03T23:30:16.329538Z,100_CREW.hdf5,IU.SDV.BH_origid=613835033
975,11197.046400000001,2018-02-04T22:57:59.750000Z,NaN,NaN,NaN,NaN,15408.046400000001,2018-02-04T22:58:41.860000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],8.006836102369927,13.013302141987518,49.07100000000001,3.705,NaN,12.163520408347503,122.1,origid=613835075,6.452000000000001,-73.465,2.6,2018-02-04T22:57:04.600000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-04T22:56:07.779536Z,100_CREW.hdf5,IU.SDV.BH_origid=613835075
976,9439.0462,2018-02-06T00:56:35.400000Z,NaN,NaN,NaN,NaN,13173.046199999999,2018-02-06T00:57:12.740000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],9.04464454312688,11.009682903342117,51.084,3.21,NaN,13.962491190781346,144.1,origid=613835106,6.864,-73.16,2.9,2018-02-06T00:55:46.000000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-06T00:55:01.009538Z,100_CREW.hdf5,IU.SDV.BH_origid=613835106
977,9402.5462,2018-02-06T05:43:57.370000Z,NaN,NaN,NaN,NaN,13127.5462,2018-02-06T05:44:34.620000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],13.974422910866313,12.68187735756401,51.13,3.23,NaN,13.604506456274883,146.3,origid=613835113,6.853,-73.178,2.3,2018-02-06T05:43:07.900000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-06T05:42:23.344538Z,100_CREW.hdf5,IU.SDV.BH_origid=613835113
978,11973.0462,2018-02-07T02:55:22.260000Z,NaN,NaN,NaN,NaN,15697.0462,2018-02-07T02:55:59.500000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],6.1697453009919005,6.259639637854735,51.152,3.213,NaN,12.845029634886913,150.5,origid=613835142,6.865,-73.165,3.1,2018-02-07T02:54:32.400000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-07T02:53:22.529538Z,100_CREW.hdf5,IU.SDV.BH_origid=613835142
979,9831.0462,2018-02-07T19:01:12.150000Z,NaN,NaN,NaN,NaN,13527.0462,2018-02-07T19:01:49.110000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],8.904505790849239,11.401497335327752,53.474,3.3560000000000003,NaN,8.934848748351266,115.5,origid=613835162,6.884,-73.362,2.3,2018-02-07T19:00:22.700000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-07T18:59:33.839538Z,100_CREW.hdf5,IU.SDV.BH_origid=613835162
980,4662.5462,2018-02-08T02:00:31.320000Z,NaN,NaN,NaN,NaN,8421.5462,2018-02-08T02:01:08.910000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],6.828410739625541,7.3884004988046525,50.603,3.219,NaN,14.0014829420177,140.1,origid=613835167,6.8370000000000015,-73.15,2.8,2018-02-08T01:59:42.300000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-08T01:59:44.694538Z,100_CREW.hdf5,IU.SDV.BH_origid=613835167
981,9350.0461,2018-02-08T10:08:14.450000Z,NaN,NaN,NaN,NaN,12173.046100000001,2018-02-08T10:08:42.680000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],7.502108690890529,9.654668671519186,103.734,2.752,NaN,16.148692268581165,114.6,origid=613835190,9.554,-73.339,2.4,2018-02-08T10:07:30.700000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-08T10:06:40.949539Z,100_CREW.hdf5,IU.SDV.BH_origid=613835190
982,11507.0461,2018-02-09T15:08:53.960000Z,NaN,NaN,NaN,NaN,14299.046100000001,2018-02-09T15:09:21.880000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],11.704672207676168,12.589075387057331,149.403,2.436,NaN,10.016585889424835,83.6,origid=613835221,10.999,-71.888,2.3,2018-02-09T15:08:15.400000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-09T15:06:58.889539Z,100_CREW.hdf5,IU.SDV.BH_origid=613835221
983,10489.546199999999,2018-02-09T19:59:05.130000Z,NaN,NaN,NaN,NaN,14391.546199999999,2018-02-09T19:59:44.150000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],9.65460030297627,9.377589549240124,50.952,3.2260000000000004,NaN,14.773022359700473,142.8,origid=613835224,6.848,-73.168,2.9,2018-02-09T19:58:16.100000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-09T19:57:20.234538Z,100_CREW.hdf5,IU.SDV.BH_origid=613835224
984,5282.0462,2018-02-10T12:50:23.710000Z,NaN,NaN,NaN,NaN,9116.046199999999,2018-02-10T12:51:02.050000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],16.699213697426405,18.06970398400552,50.706,3.1830000000000003,NaN,19.201315390011406,147.1,origid=613835246,6.864,-73.126,3.2,2018-02-10T12:49:34.600000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-10T12:49:30.889538Z,100_CREW.hdf5,IU.SDV.BH_origid=613835246
985,10586.0462,2018-02-10T19:36:29.510000Z,NaN,NaN,NaN,NaN,15865.0462,2018-02-10T19:37:22.300000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],12.735204938021393,11.55087052132083,36.17,4.728,NaN,8.002806278739566,0.0,origid=613835255,5.052,-73.455,2.6,2018-02-10T19:35:17.900000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-10T19:34:43.649538Z,100_CREW.hdf5,IU.SDV.BH_origid=613835255
986,11135.5462,2018-02-11T00:17:48.570000Z,NaN,NaN,NaN,NaN,14918.5462,2018-02-11T00:18:26.400000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],8.926972898195942,10.142062096391511,50.743,3.217,NaN,14.888432317915564,144.3,origid=613835256,6.8439999999999985,-73.154,2.8,2018-02-11T00:16:59.500000Z,SDV,1620.0,8.8839,-70.634,IU,earthquake,2018-02-11T00:15:57.214538Z,100_CREW.hdf5,IU.SDV.BH_origid=613835256
